Source,Row_ID,Error_Code,Description,Full_Snippet,Error_Lines
StackOverflow,1380,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"""""""
    Simple demo of a pool of riders delivering packages where the 
    number of riders can change over time

    Idel riders are keep in a store that is wrapped in a class
    to manage the number of riders

    Programmer Michael R. Gibbs
""""""

import simpy
import random

class Rider():
    """"""
        quick class to track the riders that deliver packages
    """"""

    # tracks the next id to be assigned to a rider
    next_id = 1

    def __init__(self):

        self.id = Rider.next_id
        Rider.next_id += 1

class Pack():
    """"""
        quick class to track the packages
    """"""

    # tracks the next id to be assigned to a pack
    next_id = 1

    def __init__(self):

        self.id = Pack.next_id
        Pack.next_id += 1

class RiderPool():
    """"""
        Pool of riders where the number of riders can be changed
    """"""

    def __init__(self, env, start_riders=10):

        self.env = env

        # tracks the number of riders we need
        self.target_cnt = start_riders

        # tracks the number of riders we have
        self.curr_cnt = start_riders

        # the store idle riders
        self.riders = simpy.Store(env)

        # stores do not start with objects like resource pools do.
        # need to add riders yourself as part of set up
        self.riders.items = [Rider() for _ in range(start_riders)]
 

    def add_rider(self):
        """"""
            Add a rider to the pool
        """"""

        self.target_cnt += 1


        if self.curr_cnt < self.target_cnt:
            # need to add a rider to the pool to get to the target
            rider = Rider()
            self.riders.put(rider)
            self.curr_cnt += 1
            print(f'{env.now:0.2f} rider {rider.id} added')

        else:
            # already have enough riders,
            # must have tried to reduce the rider pool while all riders were busy
            # In effect we are cancelling a previous remove rider call
            print(f'{env.now:0.2f} keeping rider scheduled to be removed instead of adding')

    def remove_rider(self):
        """"""
            Remove a rider from the pool

            If all the riders are busy, the actual removal of a rider
            will happen when a that rider finishes it current task and is
            tried to be put/returned back into the pool
        """"""

        self.target_cnt -= 1

        if self.curr_cnt > self.target_cnt:
            if len(self.riders.items) > 0:
                # we have a idle rider that we can remove now

                rider = yield self.riders.get()
                self.curr_cnt -= 1
                print(f'{env.now:0.2f} rider {rider.id} removed from store')

            else:
                # wait for a rider to be put back to the pool
                pass
        

    def get(self):
        """"""
            Get a rider from the pool

            returns a get request that can be yield to, not a rider
        """"""

        rider_req = self.riders.get()

        return rider_req

    def put(self, rider):
        """"""
            put a rider pack into the pool
        """"""

        if self.curr_cnt <= self.target_cnt:
            # still need the rider
            self.riders.put(rider)
        else:
            # have tool many riders, do not add back to pool
            self.curr_cnt -= 1
            print(f'{env.now:0.2f} rider {rider.id} removed on return to pool')

def gen_packs(env, riders):
    """"""
        generates the arrival of packages to be delivered by riders
    """"""

    while True:

        yield env.timeout(random.randint(1,4))
        pack = Pack()

        env.process(ship_pack(env, pack, riders))

def ship_pack(env, pack, riders):
    """"""
        The process of a rider delivering a packages
    """"""

    print(f'{env.now:0.2f} pack {pack.id} getting rider')

    rider = yield riders.get()

    print(f'{env.now:0.2f} pack {pack.id} has rider {rider.id}')

    # trip time
    yield env.timeout(random.randint(5,22))

    riders.put(rider)

    print(f'{env.now:0.2f} pack {pack.id} delivered')

def rider_sched(env, riders):
    """"""
        Changes the number of riders in rider pool over time
    """"""


    yield env.timeout(30)
    # time to remove a few riders

    print(f'{env.now:0.2f} -- reducing riders')
    print(f'{env.now:0.2f} -- request queue len {len(riders.riders.get_queue)}')
    print(f'{env.now:0.2f} -- rider store len {len(riders.riders.items)}')

    for _ in range(5):
        env.process(riders.remove_rider())

    yield env.timeout(60)
    # time to add back some riders

    print(f'{env.now:0.2f} -- adding riders ')
    for _ in range(2):
        riders.add_rider()


# run the model
env = simpy.Environment()
riders = RiderPool(env, 10)

env.process(gen_packs(env, riders))
env.process(rider_sched(env, riders))

env.run(100)

print(f'{env.now:0.2f} -- end rider count {riders.target_cnt}')",[156]
StackOverflow,1429,B113,Call to requests without timeout,"import requests 
from bs4 import BeautifulSoup 

def getdata(url):
    r = requests.get(url)
    return r.text

htmldata = getdata('https://www.yahoo.com/')
soup = BeautifulSoup(htmldata, 'html.parser')

imgdata = []
for i in soup.find_all('img'):
    imgdata.append(i['src']) # made a change here so its appendig to the list
    


filename = ""pics/picture{}.jpg""
for i in range(len(imgdata)):
    print(f""img {i+1} / {len(imgdata)+1}"")
    # try block because not everything in the imgdata list is a valid url
    try:
        r = requests.get(imgdata[i], stream=True)
        with open(filename.format(i), ""wb"") as f:
            f.write(r.content)
    except:
        print(""Url is not an valid"")",[5]
StackOverflow,1429,B113,Call to requests without timeout,"import requests 
from bs4 import BeautifulSoup 

def getdata(url):
    r = requests.get(url)
    return r.text

htmldata = getdata('https://www.yahoo.com/')
soup = BeautifulSoup(htmldata, 'html.parser')

imgdata = []
for i in soup.find_all('img'):
    imgdata.append(i['src']) # made a change here so its appendig to the list
    


filename = ""pics/picture{}.jpg""
for i in range(len(imgdata)):
    print(f""img {i+1} / {len(imgdata)+1}"")
    # try block because not everything in the imgdata list is a valid url
    try:
        r = requests.get(imgdata[i], stream=True)
        with open(filename.format(i), ""wb"") as f:
            f.write(r.content)
    except:
        print(""Url is not an valid"")",[22]
StackOverflow,1486,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import numpy as np
import matplotlib.pyplot as plt
import wandb

def generate_data() -> tuple[np.ndarray, np.ndarray]:
    # Initialize constants and data arrays
    C = np.array(
        [[7e9, 2e12], [13e9, 2e12], [34e9, 2e12], [70e9, 2e12]]
    )  # [m, Din] = [4, 2]
    m = C.shape[0]  # 4
    K = 1  # Number of columns for L_target
    
    # Create target loss values and add noise
    L_target = np.array([[1.85], [1.66], [1.55], [1.5]])
    L_target = np.repeat(L_target, K, axis=1)  # [m, K]
    assert m == L_target.shape[0], f""{m=} {L_target.shape[0]=}""
    noise = np.random.normal(loc=0.0, scale=0.01, size=(m, K))
    L_target += noise  # [m, K]
    
    return C, L_target

def main():
    # Initialize Weights & Biases
    wandb.init(project='your_project_name')

    # Generate data
    C, L_target = generate_data()

    # Flatten the arrays for plotting
    compute_values = C[:, 0]  # Taking the first column for compute values
    loss_values = L_target.flatten()  # Flatten the loss values to 1D array

    # Create the plot
    fig, ax = plt.subplots()
    ax.plot(compute_values, loss_values, linestyle='-', marker='x', label='Random Scaling Law')
    ax.set_xscale(""log"")
    ax.set_yscale(""linear"")
    ax.set_xlabel(""Log Compute (log C), C=6ND"")
    ax.set_ylabel(""Loss"")
    ax.set_title(""Scaling Law Prediction (Log-Log Plot)"")
    ax.grid(True)
    ax.legend()

    # Log the plot as an image to wandb
    wandb.log({""plot"": wandb.Image(fig)})

    # Display the plot
    plt.show()

if __name__ == ""__main__"":
    main()",[16]
ChatGPT,0,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"import pyautogui
import time

# Move the mouse cursor to a random position
pyautogui.moveTo(x=random.randint(0, 100), y=random.randint(0, 100), duration=0.1)

# Wait for a short time to allow the screensaver to respond
time.sleep(0.1)

# Optionally, click the mouse to ensure the screensaver is fully interrupted
pyautogui.click()",[5]
ChatGPT,0,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"import pyautogui
import time

# Move the mouse cursor to a random position
pyautogui.moveTo(x=random.randint(0, 100), y=random.randint(0, 100), duration=0.1)

# Wait for a short time to allow the screensaver to respond
time.sleep(0.1)

# Optionally, click the mouse to ensure the screensaver is fully interrupted
pyautogui.click()",[5]
ChatGPT,9,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest

@pytest.fixture
def thing():
    thing = create_thing()
    yield thing
    delete_thing(thing)

def create_thing():
    thing = Thing()  # Simplified, it actually takes many lines to make a thing
    assert thing.exists
    return thing

def delete_thing(thing):
    thing.delete()  # Simplified, it also takes a few lines to delete it
    assert thing.deleted

def test_thing(thing):
    # Your test logic here
    assert thing.exists

def test_thing_again(thing):
    # Your test logic here
    assert thing.exists",[11]
ChatGPT,9,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest

@pytest.fixture
def thing():
    thing = create_thing()
    yield thing
    delete_thing(thing)

def create_thing():
    thing = Thing()  # Simplified, it actually takes many lines to make a thing
    assert thing.exists
    return thing

def delete_thing(thing):
    thing.delete()  # Simplified, it also takes a few lines to delete it
    assert thing.deleted

def test_thing(thing):
    # Your test logic here
    assert thing.exists

def test_thing_again(thing):
    # Your test logic here
    assert thing.exists",[16]
ChatGPT,9,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest

@pytest.fixture
def thing():
    thing = create_thing()
    yield thing
    delete_thing(thing)

def create_thing():
    thing = Thing()  # Simplified, it actually takes many lines to make a thing
    assert thing.exists
    return thing

def delete_thing(thing):
    thing.delete()  # Simplified, it also takes a few lines to delete it
    assert thing.deleted

def test_thing(thing):
    # Your test logic here
    assert thing.exists

def test_thing_again(thing):
    # Your test logic here
    assert thing.exists",[20]
ChatGPT,9,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest

@pytest.fixture
def thing():
    thing = create_thing()
    yield thing
    delete_thing(thing)

def create_thing():
    thing = Thing()  # Simplified, it actually takes many lines to make a thing
    assert thing.exists
    return thing

def delete_thing(thing):
    thing.delete()  # Simplified, it also takes a few lines to delete it
    assert thing.deleted

def test_thing(thing):
    # Your test logic here
    assert thing.exists

def test_thing_again(thing):
    # Your test logic here
    assert thing.exists",[24]
ChatGPT,10,B323,"By default, Python will create a secure, verified ssl context for use in such classes as HTTPSConnection. However, it still allows using an insecure context via the _create_unverified_context that  reverts to the previous behavior that does not validate certificates or perform hostname checks.","import http.client
import gzip
import json
import ssl

# Create HTTPS connection
connection = http.client.HTTPSConnection(api, context=ssl._create_unverified_context())
connection.request('GET', api_url, headers=auth)

# Get response
response = connection.getresponse()

# Read and decompress response in chunks
decompressed_data = b''
while True:
    chunk = response.read(20)  # Read 20 bytes at a time (adjust size as needed)
    if not chunk:
        break
    decompressed_data += chunk

# Decompress the entire response
data = gzip.decompress(decompressed_data)

# Parse JSON data
json_data = json.loads(data)
print(json_data)",[7]
ChatGPT,20,B404,Consider possible security implications associated with the subprocess module.,"from subprocess import Popen, PIPE, STDOUT

# Launch the subprocess
process = Popen(""./a.out"", stdin=PIPE, stdout=PIPE, stderr=STDOUT, bufsize=0, universal_newlines=True)

# Sending a byte
process.stdin.write('3\n')
process.stdin.flush()

# Reading the echo of the number
print(process.stdout.readline(), end='')  # end='' to prevent adding an extra newline

# Sending another num
process.stdin.write('4\n')
process.stdin.flush()

# Reading the echo of the second number
print(process.stdout.readline(), end='')  # end='' to prevent adding an extra newline

# Close the subprocess's stdin
process.stdin.close()

# Wait for the subprocess to complete
process.wait()",[1]
ChatGPT,20,B603,subprocess call - check for execution of untrusted input.,"from subprocess import Popen, PIPE, STDOUT

# Launch the subprocess
process = Popen(""./a.out"", stdin=PIPE, stdout=PIPE, stderr=STDOUT, bufsize=0, universal_newlines=True)

# Sending a byte
process.stdin.write('3\n')
process.stdin.flush()

# Reading the echo of the number
print(process.stdout.readline(), end='')  # end='' to prevent adding an extra newline

# Sending another num
process.stdin.write('4\n')
process.stdin.flush()

# Reading the echo of the second number
print(process.stdout.readline(), end='')  # end='' to prevent adding an extra newline

# Close the subprocess's stdin
process.stdin.close()

# Wait for the subprocess to complete
process.wait()",[4]
ChatGPT,21,B404,Consider possible security implications associated with the subprocess module.,"import subprocess

subprocess.run([""path/to/autoit.exe"", ""path/to/autoit_script.au3""])",[1]
ChatGPT,21,B607,Starting a process with a partial executable path,"import subprocess

subprocess.run([""path/to/autoit.exe"", ""path/to/autoit_script.au3""])",[3]
